timestamp;type;instance;model;action;Order ID;Products;Customer type;Payment type;Replenishment ID;Product;Amount;Shipment ID;Courier;Number of orders
2024-01-01 01:43:41;Order;10;Order;Try payment;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 01:45:08;Order;8;Order;Process order;8;[tv];Gold;Plan;;;;;;
2024-01-01 01:45:24;Order;12;Order;Receive customer order;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 01:45:24;Order;11;Order;Try payment;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 01:46:24;Order;9;Order;Process order;9;[desktop,desktop];Gold;Debit;;;;;;
2024-01-01 01:48:48;Order;10;Order;Receive payment;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 01:49:51;Order;6;Order;Pick inventory;6;[phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 01:49:53;Order;6;Order;Pick inventory;6;[phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 01:50:09;Order;5;Order;Pack order;5;[tv,tv,laptop];Silver;Credit;;;;;;
2024-01-01 01:50:09;Order;6;Order;Pick inventory;6;[phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 01:50:35;Order;11;Order;Receive payment;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 01:53:43;Order;10;Order;Process order;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 01:55:32;Order;11;Order;Process order;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 01:55:33;Order;13;Order;Receive customer order;13;[desktop,desktop];Silver;Debit;;;;;;
2024-01-01 01:55:33;Order;12;Order;Try payment;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:00:00;Order;8;Order;Pick inventory;8;[tv];Gold;Plan;;;;;;
2024-01-01 02:00:21;Order;7;Order;Pick inventory;7;[tv,desktop];Gold;Plan;;;;;;
2024-01-01 02:00:25;Order;6;Order;Pack order;6;[phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 02:00:36;Order;12;Order;Receive payment;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:05:16;Order;5;Order;Complete packing;5;[tv,tv,laptop];Silver;Credit;;;;;;
2024-01-01 02:05:44;Order;12;Order;Process order;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:13:17;Order;10;Order;Pick inventory;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:13:17;Order;10;Order;Pick inventory;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:15:05;Order;6;Order;Complete packing;6;[phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 02:16:40;Order;13;Order;Try payment;13;[desktop,desktop];Silver;Debit;;;;;;
2024-01-01 02:16:40;Order;14;Order;Receive customer order;14;[desktop,phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:20:30;Order;8;Order;Pack order;8;[tv];Gold;Plan;;;;;;
2024-01-01 02:21:45;Order;13;Order;Receive payment;13;[desktop,desktop];Silver;Debit;;;;;;
2024-01-01 02:26:48;Order;13;Order;Process order;13;[desktop,desktop];Silver;Debit;;;;;;
2024-01-01 02:30:00;Order;10;Order;Pack order;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:34:53;Order;15;Order;Receive customer order;15;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 02:34:53;Order;14;Order;Try payment;14;[desktop,phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:35:25;Order;11;Order;Pick inventory;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 02:35:25;Order;11;Order;Pick inventory;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 02:35:25;Order;11;Order;Pick inventory;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 02:35:43;Order;8;Order;Complete packing;8;[tv];Gold;Plan;;;;;;
2024-01-01 02:39:36;Order;14;Order;Receive payment;14;[desktop,phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:44:19;Order;16;Order;Receive customer order;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 02:44:19;Order;15;Order;Try payment;15;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 02:44:39;Order;14;Order;Process order;14;[desktop,phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:45:04;Order;10;Order;Complete packing;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 02:45:04;Shipment;1;Shipment;Create shipment;;;;;;;;1;Courier C;5
2024-01-01 02:45:25;Order;12;Order;Pick inventory;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:45:27;Order;12;Order;Pick inventory;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:45:33;Order;11;Order;Pick inventory;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 02:49:14;Order;15;Order;Receive payment;15;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 02:54:11;Order;15;Order;Process order;15;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 02:55:23;Order;12;Order;Pick inventory;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:55:30;Order;12;Order;Pick inventory;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 02:55:33;Order;11;Order;Pack order;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 02:55:45;Shipment;1;Shipment;Load products;;;;;;;;1;Courier C;5
2024-01-01 03:05:26;Order;12;Order;Pack order;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 03:09:37;Order;17;Order;Receive customer order;17;[desktop,desktop];Bronze;Plan;;;;;;
2024-01-01 03:09:37;Order;16;Order;Try payment;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 03:10:37;Order;11;Order;Complete packing;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 03:13:46;Order;15;Order;Pick inventory;15;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 03:14:26;Order;16;Order;Receive payment;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 03:14:41;Order;14;Order;Pick inventory;14;[desktop,phone,laptop];Silver;Debit;;;;;;
2024-01-01 03:14:41;Order;14;Order;Pick inventory;14;[desktop,phone,laptop];Silver;Debit;;;;;;
2024-01-01 03:19:31;Order;16;Order;Process order;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 03:20:05;Order;12;Order;Complete packing;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 03:35:17;Order;17;Order;Try payment;17;[desktop,desktop];Bronze;Plan;;;;;;
2024-01-01 03:35:17;Order;18;Order;Receive customer order;18;[phone];Bronze;Plan;;;;;;
2024-01-01 03:36:15;Order;18;Order;Try payment;18;[phone];Bronze;Plan;;;;;;
2024-01-01 03:36:15;Order;19;Order;Receive customer order;19;[tv,phone,desktop];Gold;Debit;;;;;;
2024-01-01 03:38:26;Order;20;Order;Receive customer order;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 03:38:26;Order;19;Order;Try payment;19;[tv,phone,desktop];Gold;Debit;;;;;;
2024-01-01 03:40:23;Order;17;Order;Receive payment;17;[desktop,desktop];Bronze;Plan;;;;;;
2024-01-01 03:41:05;Order;20;Order;Try payment;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 03:41:05;Order;21;Order;Receive customer order;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 03:41:19;Order;18;Order;Receive payment;18;[phone];Bronze;Plan;;;;;;
2024-01-01 03:43:27;Order;19;Order;Receive payment;19;[tv,phone,desktop];Gold;Debit;;;;;;
2024-01-01 03:45:27;Order;17;Order;Process order;17;[desktop,desktop];Bronze;Plan;;;;;;
2024-01-01 03:45:54;Order;20;Order;Receive payment;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 03:46:29;Order;18;Order;Process order;18;[phone];Bronze;Plan;;;;;;
2024-01-01 03:48:27;Order;19;Order;Process order;19;[tv,phone,desktop];Gold;Debit;;;;;;
2024-01-01 03:50:59;Order;20;Order;Process order;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 03:52:58;Order;21;Order;Try payment;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 03:52:58;Order;22;Order;Receive customer order;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 03:56:01;Shipment;1;Shipment;Start shipment;;;;;;;;1;Courier C;5
2024-01-01 03:56:27;Order;18;Order;Pick inventory;18;[phone];Bronze;Plan;;;;;;
2024-01-01 03:57:55;Order;21;Order;Receive payment;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 03:58:53;Order;16;Order;Pick inventory;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 03:58:53;Order;16;Order;Pick inventory;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 04:02:57;Order;21;Order;Process order;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 04:06:20;Order;16;Order;Pick inventory;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 04:06:20;Order;18;Order;Pack order;18;[phone];Bronze;Plan;;;;;;
2024-01-01 04:08:55;Order;16;Order;Pick inventory;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 04:10:54;Order;20;Order;Pick inventory;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 04:16:21;Order;20;Order;Pick inventory;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 04:19:00;Order;16;Order;Pack order;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 04:19:00;Order;19;Order;Pick inventory;19;[tv,phone,desktop];Gold;Debit;;;;;;
2024-01-01 04:20:59;Order;19;Order;Pick inventory;19;[tv,phone,desktop];Gold;Debit;;;;;;
2024-01-01 04:21:14;Order;18;Order;Complete packing;18;[phone];Bronze;Plan;;;;;;
2024-01-01 04:25:43;Order;6;Order;Deliver order;6;[phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 04:25:43;Shipment;1;Shipment;Deliver order;;;;;;;;1;Courier C;5
2024-01-01 04:26:29;Order;20;Order;Pack order;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 04:32:35;Order;21;Order;Pick inventory;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 04:32:35;Order;21;Order;Pick inventory;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 04:32:35;Order;21;Order;Pick inventory;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 04:34:00;Order;16;Order;Complete packing;16;[laptop,phone,laptop,laptop];Bronze;Plan;;;;;;
2024-01-01 04:35:44;Order;10;Order;Deliver order;10;[phone,laptop];Silver;Debit;;;;;;
2024-01-01 04:35:44;Shipment;1;Shipment;Deliver order;;;;;;;;1;Courier C;5
2024-01-01 04:41:32;Order;20;Order;Complete packing;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 04:45:53;Order;8;Order;Deliver order;8;[tv];Gold;Plan;;;;;;
2024-01-01 04:45:53;Shipment;1;Shipment;Deliver order;;;;;;;;1;Courier C;5
2024-01-01 04:47:44;Order;23;Order;Receive customer order;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 04:47:44;Order;22;Order;Try payment;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 04:51:21;Order;21;Order;Pack order;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 04:52:57;Order;22;Order;Receive payment;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 04:54:10;Order;23;Order;Try payment;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 04:54:10;Order;24;Order;Receive customer order;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 04:55:55;Order;5;Order;Deliver order;5;[tv,tv,laptop];Silver;Credit;;;;;;
2024-01-01 04:55:55;Shipment;1;Shipment;Deliver order;;;;;;;;1;Courier C;5
2024-01-01 04:57:55;Order;22;Order;Process order;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 04:59:05;Order;23;Order;Receive payment;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 05:04:07;Order;23;Order;Process order;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 05:05:47;Order;3;Order;Deliver order;3;[phone];Gold;Credit;;;;;;
2024-01-01 05:05:47;Shipment;1;Shipment;Deliver order;;;;;;;;1;Courier C;5
2024-01-01 05:06:18;Order;21;Order;Complete packing;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 05:15:39;Shipment;1;Shipment;Complete shipment;;;;;;;;1;Courier C;5
2024-01-01 05:19:34;Order;25;Order;Receive customer order;25;[phone,tv,desktop,tv];Gold;Credit;;;;;;
2024-01-01 05:19:34;Order;24;Order;Try payment;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 05:24:22;Order;24;Order;Receive payment;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 05:27:29;Order;22;Order;Pick inventory;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 05:27:29;Order;22;Order;Pick inventory;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 05:27:29;Order;22;Order;Pick inventory;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 05:29:35;Order;24;Order;Process order;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 05:37:36;Order;22;Order;Pack order;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 05:44:11;Order;23;Order;Pick inventory;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 05:44:11;Order;23;Order;Pick inventory;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 05:44:11;Order;23;Order;Pick inventory;23;[desktop,laptop,phone,tv];Silver;Credit;;;;;;
2024-01-01 05:45:21;Shipment;2;Shipment;Create shipment;;;;;;;;2;Courier C;5
2024-01-01 05:46:34;Order;25;Order;Deny order;25;[phone,tv,desktop,tv];Gold;Credit;;;;;;
2024-01-01 05:46:34;Order;26;Order;Receive customer order;26;[laptop,phone,desktop];Bronze;Credit;;;;;;
2024-01-01 05:52:38;Order;22;Order;Complete packing;22;[phone,phone,tv];Gold;Credit;;;;;;
2024-01-01 05:53:59;Order;24;Order;Pick inventory;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 05:54:01;Order;24;Order;Pick inventory;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 05:55:13;Shipment;2;Shipment;Load products;;;;;;;;2;Courier C;5
2024-01-01 06:03:52;Order;24;Order;Pack order;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 06:14:06;Order;27;Order;Receive customer order;27;[laptop,desktop,desktop];Bronze;Credit;;;;;;
2024-01-01 06:14:06;Order;26;Order;Try payment;26;[laptop,phone,desktop];Bronze;Credit;;;;;;
2024-01-01 06:18:43;Order;24;Order;Complete packing;24;[tv,tv];Silver;Credit;;;;;;
2024-01-01 06:19:10;Order;26;Order;Receive payment;26;[laptop,phone,desktop];Bronze;Credit;;;;;;
2024-01-01 06:24:07;Order;26;Order;Process order;26;[laptop,phone,desktop];Bronze;Credit;;;;;;
2024-01-01 06:54:13;Order;26;Order;Pick inventory;26;[laptop,phone,desktop];Bronze;Credit;;;;;;
2024-01-01 06:54:13;Order;26;Order;Pick inventory;26;[laptop,phone,desktop];Bronze;Credit;;;;;;
2024-01-01 06:54:58;Shipment;2;Shipment;Start shipment;;;;;;;;2;Courier C;5
2024-01-01 07:24:45;Order;20;Order;Deliver order;20;[phone,tv];Gold;Debit;;;;;;
2024-01-01 07:24:45;Shipment;2;Shipment;Deliver order;;;;;;;;2;Courier C;5
2024-01-01 07:31:28;Order;28;Order;Receive customer order;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 07:31:28;Order;27;Order;Deny order;27;[laptop,desktop,desktop];Bronze;Credit;;;;;;
2024-01-01 07:34:30;Order;11;Order;Deliver order;11;[tv,tv,phone,laptop];Gold;Credit;;;;;;
2024-01-01 07:34:30;Shipment;2;Shipment;Deliver order;;;;;;;;2;Courier C;5
2024-01-01 07:44:31;Order;18;Order;Deliver order;18;[phone];Bronze;Plan;;;;;;
2024-01-01 07:44:31;Shipment;2;Shipment;Deliver order;;;;;;;;2;Courier C;5
2024-01-01 07:52:28;Order;29;Order;Receive customer order;29;[desktop,laptop,tv];Gold;Plan;;;;;;
2024-01-01 07:52:28;Order;28;Order;Try payment;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 07:54:45;Order;21;Order;Deliver order;21;[phone,laptop,laptop];Silver;Plan;;;;;;
2024-01-01 07:54:45;Shipment;2;Shipment;Deliver order;;;;;;;;2;Courier C;5
2024-01-01 07:57:27;Order;28;Order;Receive payment;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 08:00:00;Replenishment;1;Replenishment;Create replenishment order;;;;;1;desktop;14;;;
2024-01-01 08:00:09;Order;30;Order;Receive customer order;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 08:00:09;Order;29;Order;Try payment;29;[desktop,laptop,tv];Gold;Plan;;;;;;
2024-01-01 08:02:24;Order;28;Order;Process order;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 08:04:39;Order;12;Order;Deliver order;12;[phone,tv,tv,tv];Silver;Plan;;;;;;
2024-01-01 08:04:39;Shipment;2;Shipment;Deliver order;;;;;;;;2;Courier C;5
2024-01-01 08:05:17;Order;29;Order;Receive payment;29;[desktop,laptop,tv];Gold;Plan;;;;;;
2024-01-01 08:08:20;Order;31;Order;Receive customer order;31;[laptop,desktop,tv];Bronze;Plan;;;;;;
2024-01-01 08:08:20;Order;30;Order;Try payment;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 08:09:36;Order;32;Order;Receive customer order;32;[desktop];Bronze;Plan;;;;;;
2024-01-01 08:09:36;Order;31;Order;Try payment;31;[laptop,desktop,tv];Bronze;Plan;;;;;;
2024-01-01 08:09:54;Replenishment;1;Replenishment;Order product;;;;;1;desktop;14;;;
2024-01-01 08:10:15;Order;29;Order;Process order;29;[desktop,laptop,tv];Gold;Plan;;;;;;
2024-01-01 08:13:12;Order;30;Order;Receive payment;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 08:14:29;Order;31;Order;Receive payment;31;[laptop,desktop,tv];Bronze;Plan;;;;;;
2024-01-01 08:14:43;Shipment;2;Shipment;Complete shipment;;;;;;;;2;Courier C;5
2024-01-01 08:18:02;Order;30;Order;Process order;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 08:19:33;Order;31;Order;Process order;31;[laptop,desktop,tv];Bronze;Plan;;;;;;
2024-01-01 08:40:06;Order;29;Order;Pick inventory;29;[desktop,laptop,tv];Gold;Plan;;;;;;
2024-01-01 08:40:06;Order;29;Order;Pick inventory;29;[desktop,laptop,tv];Gold;Plan;;;;;;
2024-01-01 08:42:31;Order;28;Order;Pick inventory;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 08:50:11;Order;28;Order;Pick inventory;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 08:50:14;Order;28;Order;Pick inventory;28;[desktop,phone,phone,phone];Bronze;Plan;;;;;;
2024-01-01 08:50:28;Order;32;Order;Try payment;32;[desktop];Bronze;Plan;;;;;;
2024-01-01 08:50:28;Order;33;Order;Receive customer order;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 08:52:30;Order;31;Order;Pick inventory;31;[laptop,desktop,tv];Bronze;Plan;;;;;;
2024-01-01 08:55:23;Order;32;Order;Receive payment;32;[desktop];Bronze;Plan;;;;;;
2024-01-01 09:00:10;Order;30;Order;Pick inventory;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 09:00:17;Order;31;Order;Pick inventory;31;[laptop,desktop,tv];Bronze;Plan;;;;;;
2024-01-01 09:00:19;Order;32;Order;Process order;32;[desktop];Bronze;Plan;;;;;;
2024-01-01 09:00:36;Order;34;Order;Receive customer order;34;[desktop,tv,desktop,desktop];Silver;Debit;;;;;;
2024-01-01 09:00:36;Order;33;Order;Try payment;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 09:02:22;Order;30;Order;Pick inventory;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 09:05:27;Order;33;Order;Receive payment;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 09:10:12;Order;30;Order;Pick inventory;30;[desktop,phone,laptop,phone];Bronze;Credit;;;;;;
2024-01-01 09:10:26;Order;33;Order;Process order;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 09:18:24;Order;34;Order;Try payment;34;[desktop,tv,desktop,desktop];Silver;Debit;;;;;;
2024-01-01 09:18:24;Order;35;Order;Receive customer order;35;[laptop,laptop];Gold;Plan;;;;;;
2024-01-01 09:23:24;Order;34;Order;Receive payment;34;[desktop,tv,desktop,desktop];Silver;Debit;;;;;;
2024-01-01 09:28:14;Order;34;Order;Process order;34;[desktop,tv,desktop,desktop];Silver;Debit;;;;;;
2024-01-01 09:38:13;Order;35;Order;Try payment;35;[laptop,laptop];Gold;Plan;;;;;;
2024-01-01 09:38:13;Order;36;Order;Receive customer order;36;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 09:43:22;Order;35;Order;Receive payment;35;[laptop,laptop];Gold;Plan;;;;;;
2024-01-01 09:48:28;Order;35;Order;Process order;35;[laptop,laptop];Gold;Plan;;;;;;
2024-01-01 09:50:25;Order;33;Order;Pick inventory;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 09:50:25;Order;33;Order;Pick inventory;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 09:50:25;Order;33;Order;Pick inventory;33;[phone,laptop,laptop,desktop];Gold;Credit;;;;;;
2024-01-01 09:57:16;Order;37;Order;Receive customer order;37;[phone];Bronze;Debit;;;;;;
2024-01-01 09:57:16;Order;36;Order;Try payment;36;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 10:02:09;Order;36;Order;Receive payment;36;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 10:07:08;Order;36;Order;Process order;36;[desktop,laptop];Bronze;Debit;;;;;;
2024-01-01 10:08:23;Order;34;Order;Pick inventory;34;[desktop,tv,desktop,desktop];Silver;Debit;;;;;;
2024-01-01 10:08:41;Order;35;Order;Pick inventory;35;[laptop,laptop];Gold;Plan;;;;;;
